noise_method,num_samples,nu,dim,tau_min,tau_max,param_cond_func,train set loss,train set accuracy,test set loss,test set accuracy,MC_Integral,log_lik_simp_train_orig,log_lik_NN_train_orig,log_lik_true_train,log_lik_simp_test_orig,log_lik_NN_test_orig,log_lik_true_test,MSE_loglik_NN_true_train,MSE_loglik_NN_true_test,MSE_loglik_simp_true_train,MSE_loglik_simp_true_test,NN_num_params,simp_cop_num_params,AIC_NN,AIC_simp,BIC_NN,BIC_simp
parametric,10000,4,3,0.001,0.3,0constpf,0.499618113040924,0.800000011920929,0.500227034091949,0.800000011920929,1.00340605912101,2277.49832309802,2329.58825236419,2310.88863968921,537.349639174983,542.698166617248,549.03633968289,0.00903907238198894,0.010062461868419,0.00653557980561438,0.00720235143702968,301,3,-5136.57283796287,-5623.695924546,-2944.62936488211,-5602.06490343007
parametric,10000,4,3,0.001,0.3,1linpf,0.499092251062393,0.800000011920929,0.500067949295044,0.800000011920929,0.986662736299489,2293.92448818562,2270.99229959862,2360.64828218541,536.893543677645,523.795755712158,557.174236314937,0.0120989922905689,0.0135435266977502,0.0127777205671147,0.0132072961495339,301,5,-4977.57611062156,-5651.63606372653,-2771.21195679685,-5615.58436186665
parametric,10000,4,3,0.001,0.3,2quadpf,0.499333828687668,0.800000011920929,0.499788671731949,0.800000011920929,0.996598319157343,2286.33050185241,2326.06613789138,2370.34493819879,655.820372655919,660.082027639727,677.032620897469,0.0181240360722296,0.0191656800472696,0.0215217980436861,0.0233285311951021,301,5,-5360.29633106221,-5874.30174901665,-3153.9321772375,-5838.25004715677
parametric,10000,4,3,0.001,0.3,3cubpf,0.499397754669189,0.800000011920929,0.499812752008438,0.800000011920929,0.989507689851428,2396.69545715125,2378.19062260201,2429.59810847209,583.840353282014,577.054513317911,611.37978728866,0.0156161695832528,0.0151342009529311,0.0165789275508998,0.0143024677353439,301,5,-5298.49027183985,-5951.07162086653,-3092.12611801514,-5915.01991900664
parametric,10000,4,5,0.001,0.3,0constpf,0.499087542295456,0.800000011920929,0.500965893268585,0.800000011920929,1.02017174015935,4318.11174867728,4445.71615436195,4369.53910028196,1109.94317264572,1125.36693426272,1118.55125185309,0.0228126333792712,0.0287610427675417,0.0135239496184232,0.0170616243884267,341,13,-10434.1661772493,-10830.109842646,-7881.70568556976,-10736.3754178103
parametric,10000,4,5,0.001,0.3,1linpf,0.491820812225342,0.800050020217896,0.495242178440094,0.799499988555908,0.985653328086642,4379.93420663937,4834.46444584731,4830.43010068478,1091.76180374953,1168.80631036975,1221.76073591619,0.0714668092350457,0.0717798611609936,0.107873729142797,0.104035566504845,341,14,-11296.5415124341,-10915.3920207778,-8736.87068038256,-10814.4472555701
parametric,10000,4,5,0.001,0.3,2quadpf,0.492725789546967,0.800074994564056,0.494114071130753,0.799700021743774,0.981097540654893,5494.47155488175,5944.61356239499,6038.90350157339,1449.85543956347,1556.59000781251,1621.27894333494,0.0960498020852442,0.0945505482942698,0.132504322408692,0.120140029512266,341,18,-14284.407140415,-13852.6539888905,-11695.8949468756,-13722.8678621949
parametric,10000,4,5,0.001,0.3,3cubpf,0.492373824119568,0.800000011920929,0.496175736188889,0.800000011920929,1.00019839301391,5186.34662879365,5643.21497907436,5765.55308433646,1265.48296418992,1339.03718100281,1450.62673686581,0.11524660399824,0.114296542768707,0.169703349990436,0.162681986516312,341,19,-13244.5043201544,-12865.6591859671,-10648.7817862429,-12728.6627188996
parametric,10000,4,3,0.001,0.6,0constpf,0.499361276626587,0.799950003623962,0.500355005264282,0.800000011920929,1.01849345642279,2816.646432414,2935.76960903181,2879.32508533572,727.707432251849,747.397266857353,738.25728173533,0.0148559105291577,0.013828633633651,0.0149494098468257,0.0144470922089813,301,4,-6756.33375177833,-7080.70772933169,-4557.17993832559,-7051.86636784378
parametric,10000,4,3,0.001,0.6,1linpf,0.492397367954254,0.800225019454956,0.497537463903427,0.799700021743774,1.00082167187349,3226.83460070242,3604.84489583859,3591.24753651693,724.318731850333,767.550811933275,810.494108612388,0.0290904306021638,0.0297914191886568,0.0918227704450995,0.0852722129460538,301,5,-8132.79141554373,-7892.30666510551,-5926.42726171901,-7856.25496324563
