noise_method,num_samples,nu,dim,tau_min,tau_max,param_cond_func,train set loss,train set accuracy,test set loss,test set accuracy,MC_Integral,log_lik_simp_train_orig,log_lik_NN_train_orig,log_lik_true_train,log_lik_simp_test_orig,log_lik_NN_test_orig,log_lik_true_test,MSE_loglik_NN_true_train,MSE_loglik_NN_true_test,MSE_loglik_simp_true_train,MSE_loglik_simp_true_test,NN_num_params,simp_cop_num_params,AIC_NN,AIC_simp,BIC_NN,BIC_simp
parametric,1000,10,3,0.001,0.3,0constpf,0.30389267206192,0.909090936183929,0.307221263647079,0.909090936183929,0.979061160416378,232.587137116621,224.285809580095,239.164724589541,81.5001686539685,70.5972963721929,81.7908970779077,0.035209543593162,0.0251564122953861,0.0136980059559697,0.00800524218608998,301,3,18.2337880954237,-622.174611541179,1510.19139290599,-607.451345704233
parametric,1000,10,3,0.001,0.3,1linpf,0.303027600049973,0.909090936183929,0.305477827787399,0.909090936183929,1.02636732633356,261.686451724098,295.592602055175,262.033620013832,73.756718225014,76.1369781387112,75.1774142442121,0.0411817038579014,0.0406507644697817,0.0206026222593468,0.0193435087872391,301,5,-131.459160387773,-660.886339898224,1370.31395498076,-636.347563503313
parametric,1000,10,3,0.001,0.3,2quadpf,0.302920311689377,0.909090936183929,0.305011838674545,0.909090936183929,0.978605768922132,249.497593331377,250.903082229711,259.178137338587,44.6493770225955,39.9076225329495,49.643680870639,0.0459125455355257,0.0479498493315611,0.028158872254964,0.0269345953123417,301,3,26.3785904746794,-582.293940707944,1518.33619528525,-567.570674870998
parametric,1000,10,3,0.001,0.3,3cubpf,0.302177369594574,0.909090936183929,0.305131673812866,0.909090936183929,0.987560683785872,255.92728018475,275.823161768021,261.057452719892,71.9230690939231,70.327742116446,74.0784475750549,0.0626450093004955,0.0723418523494692,0.0247249884327612,0.0241429867395104,301,3,-84.3018077689331,-649.700698557346,1407.65579704164,-634.977432720399
parametric,1000,10,5,0.001,0.3,0constpf,0.30191895365715,0.909090936183929,0.306917071342468,0.909090936183929,0.981936344364046,440.164729914219,457.072369824974,440.163852129182,127.202040807202,120.678183136671,125.012838342035,0.0643890528244098,0.0605732940405852,0.0278977722916675,0.0224344903951021,341,13,-447.501105923289,-1108.73354144284,1289.84426283639,-1044.93272281607
parametric,1000,10,5,0.001,0.3,1linpf,0.297669619321823,0.909090936183929,0.313439458608627,0.909090936183929,0.973106718581071,426.124775189245,470.703066297433,469.422817616728,112.041954372362,90.0032366082369,123.830606520338,0.179873781518359,0.277536068866723,0.103018198105572,0.119804068151436,341,12,-415.412605811341,-1052.33345912321,1317.02500766935,-993.440395775428
parametric,1000,10,5,0.001,0.3,2quadpf,0.301229536533356,0.909090936183929,0.304532706737518,0.909090936183929,0.987988617918224,602.57782371909,626.647703777436,648.63217844242,116.984426774225,114.789929290748,123.571751072313,0.17832141972979,0.136700802306042,0.138473289558679,0.120665506795615,341,11,-778.875266136367,-1417.12450098663,948.654592065345,-1363.13919291783
parametric,1000,10,5,0.001,0.3,3cubpf,0.29731559753418,0.909204542636871,0.310621947050095,0.908181846141815,1.04416561624378,609.21129164611,699.885001326724,673.821938912575,107.185833006466,101.843062233785,123.945476672331,0.290381674213613,0.267054981814917,0.160846803290867,0.201404179162359,341,14,-893.456127121017,-1404.79424930515,848.796996917641,-1336.0856753994
parametric,1000,10,3,0.001,0.6,0constpf,0.304139047861099,0.909090936183929,0.305381298065186,0.909090936183929,0.998539569383332,300.258824070877,305.746248374942,301.12253276079,62.5013426952596,61.5519780753036,67.0485096009247,0.0321631301905078,0.0284560128468991,0.0214170589215791,0.0191491319638365,301,3,-126.596452900492,-719.520333532273,1365.36115191008,-704.797067695326
parametric,1000,10,3,0.001,0.6,1linpf,0.298697113990784,0.909090936183929,0.305800497531891,0.909090936183929,1.02034298372539,298.14984956623,364.046104393786,348.255571427264,79.641249835477,79.5219147031308,84.3534390466799,0.0674851813547704,0.077746397379208,0.0877217850719866,0.0842393423918757,301,3,-279.136038193833,-749.582198803413,1212.82156661674,-734.858932966467
parametric,1000,10,3,0.001,0.6,2quadpf,0.302949279546738,0.909090936183929,0.305666983127594,0.909090936183929,0.990271472320168,341.898193277978,351.899824945172,375.773667473156,83.7968633282914,81.6471720271982,90.7782800072546,0.111005615562815,0.152822342418994,0.092608759673449,0.15632870572306,301,4,-257.09399394474,-843.390113212538,1239.77136614481,-823.75909209661
parametric,1000,10,3,0.001,0.6,3cubpf,0.300721675157547,0.908977270126343,0.304046630859375,0.909090936183929,1.01946173250821,312.10272880721,361.389372123536,358.833591251741,80.3587991712909,89.8535663131242,95.3482399015831,0.10206969595216,0.130199573330145,0.118264122681158,0.168706366615894,301,5,-290.48587687332,-774.923055957002,1211.28723849521,-750.384279562091
parametric,1000,10,5,0.001,0.6,0constpf,0.302537888288498,0.909090936183929,0.30673161149025,0.909090936183929,0.991450311294325,862.975917742531,896.53710887418,882.644347628442,202.659171650395,201.007833472966,206.517136764335,0.116271423697927,0.149828000251657,0.0460573961306433,0.0387175680334125,341,11,-1491.08988469429,-2109.27017878585,236.439973507419,-2055.28487071705
