noise_method,num_samples,nu,dim,tau_min,tau_max,param_cond_func,train set loss,train set accuracy,test set loss,test set accuracy,MC_Integral,log_lik_simp_train_orig,log_lik_NN_train_orig,log_lik_true_train,log_lik_simp_test_orig,log_lik_NN_test_orig,log_lik_true_test,MSE_loglik_NN_true_train,MSE_loglik_NN_true_test,MSE_loglik_simp_true_train,MSE_loglik_simp_true_test,NN_num_params,simp_cop_num_params,AIC_NN,AIC_simp,BIC_NN,BIC_simp
all,10000,4,3,0.001,0.3,0constpf,0.499776065349579,0.799950003623962,0.500770390033722,0.800000011920929,1.0186083245372,2208.04267038731,2287.15724569725,2241.2108717692,527.161261647046,535.048950056184,526.863521262688,0.011127977323485,0.010235961965097,0.00780364864490484,0.00686884884728516,301,4,-5034.41239150687,-5462.4078640687,-2835.25857805414,-5433.5665025808
all,10000,4,3,0.001,0.3,1linpf,0.499177545309067,0.800000011920929,0.500719845294952,0.800000011920929,1.01052647384867,2226.26638190096,2338.39799943055,2274.98904102749,625.50618106989,638.110536058274,636.431184034422,0.0132728177583843,0.0112660098123928,0.0127751749475114,0.0114104177077957,301,5,-5341.01707097765,-5693.5451259417,-3134.65291715293,-5657.49342408182
all,10000,4,3,0.001,0.3,2quadpf,0.499060839414597,0.800000011920929,0.499853432178497,0.800000011920929,1.00808874934658,2420.22060360402,2553.63118410339,2505.9813908197,632.990960378308,656.635899036833,653.575846992548,0.0148023235273252,0.013931048951382601,0.0233430018086852,0.0248009508085002,301,5,-5808.53416628044,-6096.42312796466,-3602.17001245573,-6060.37142610478
all,10000,4,3,0.001,0.3,3cubpf,0.4990394115448,0.800000011920929,0.499357581138611,0.800000011920929,1.00425943931585,2465.08544378836,2495.5784452925,2529.11719771815,536.487233905918,542.899727264817,556.127338062999,0.0133427327267029,0.0132381645071177,0.0153763458101426,0.0148692544503307,301,5,-5464.95634511463,-5993.14535538855,-3258.59219128991,-5957.09365352867
all,10000,4,5,0.001,0.3,0constpf,0.499091744422913,0.800074994564056,0.501332819461823,0.800100028514862,1.02550995684338,4283.68953844528,4391.96197772979,4344.84416862306,1116.48999110554,1122.79260616282,1130.72166836956,0.025350960031235,0.0251528748819966,0.0129753569209859,0.0131483183238328,341,11,-10325.5091677852,-10778.3590591016,-7787.4693568496,-10699.0453150099
all,10000,4,5,0.001,0.3,1linpf,0.493629038333893,0.799950003623962,0.496362805366516,0.799300014972687,1.05873998539983,4353.27494433665,4762.46756745859,4783.98154456089,1020.60472328188,1090.99299837954,1129.69037927057,0.0677366701211634,0.0725195069556599,0.102060828878185,0.098849391296238,341,17,-10990.9211316762,-10713.7593352371,-8409.61927850877,-10591.1835489135
all,10000,4,5,0.001,0.3,2quadpf,0.49165552854538,0.800100028514862,0.497043073177338,0.799499988555908,1.01343698201926,5700.51919388409,6093.87794006839,6256.98396299199,1478.45160598952,1528.38765131914,1620.22352415956,0.098038630290309,0.0935760801811128,0.13131801937191,0.132071506293618,341,15,-14532.5311827751,-14327.9415997472,-11965.6500103515,-14219.7864941676
all,10000,4,5,0.001,0.3,3cubpf,0.4910569190979,0.800324976444244,0.497767418622971,0.799899995326996,1.04944014685745,4883.3254799266,5403.00680817696,5485.37126587371,1254.242961803,1307.23111881789,1366.90977730751,0.101824475947034,0.104600657610511,0.164521322423607,0.158606288570879,341,16,-12706.4758539897,-12243.1368834592,-10132.3843411942,-12127.7714375076
all,10000,4,3,0.001,0.6,0constpf,0.499259144067764,0.799950003623962,0.500288307666779,0.800000011920929,0.982316524889656,2869.69219875584,2908.08531735926,2918.38266645929,760.000644254305,753.807399569419,776.490016563984,0.0163317646316118,0.0152218672268497,0.0161554590013201,0.0151490568097763,301,3,-6715.78543385736,-7253.38568602029,-4523.8419607766,-7231.75466490436
all,10000,4,3,0.001,0.6,1linpf,0.497992187738419,0.800000011920929,0.500334620475769,0.800000011920929,1.00834676201671,3649.0761292058,3760.48150240498,3622.56212237489,813.700414701845,818.013002093031,794.828450175303,0.0288372509737075,0.0329433778091248,0.0328863180811681,0.0399200604800822,301,307.17115214407397,-7940.64670470787,-8311.21078352714,-3555.52569333218,-6096.40222411628
all,10000,4,3,0.001,0.6,2quadpf,0.495983362197876,0.800050020217896,0.498087018728256,0.800000011920929,0.987502224346363,3876.15412909468,4120.8979105852,4009.75901034594,972.642868987078,1012.84879452209,1018.91255472323,0.0343043321162908,0.0345895148404871,0.068643494648173,0.0692817082363205,301,284.813167994741,-9095.8670742251,-9127.96766017404,-4871.95473859735,-7074.36777651112
all,10000,4,3,0.001,0.6,3cubpf,0.497459381818771,0.80002498626709,0.498254537582397,0.800000011920929,0.996124385273015,3599.78074700138,3840.846302617,3646.21223091251,944.651899199268,990.685439041684,952.835105289275,0.0335366166858472,0.0387273809272813,0.0459707868732621,0.0506324530698294,301,293.757669067229,-8473.54814518291,-8501.34995426684,-4185.14291236502,-6383.25717341378
all,10000,4,5,0.001,0.6,0constpf,0.498048305511475,0.800000011920929,0.501847386360168,0.800000011920929,1.00557516570869,8167.75019025537,8279.28980288975,8327.06528769266,2039.85932973134,2027.67839877002,2081.85324398676,0.0522931285909229,0.057994317569761,0.0409685860455202,0.0396747619486437,341,14,-19903.9364033195,-20387.2190399734,-17344.265571268,-20286.2742747658
all,10000,4,5,0.001,0.6,1linpf,0.476845651865005,0.800824999809265,0.485024273395538,0.800100028514862,1.03130362012217,10156.9969540325,11188.3345206897,11530.2852990133,2595.13891812709,2764.39548686774,2951.42125364935,0.21638050261471,0.227335036184661,0.400208956346613,0.383007173376517,341,798.863029631451,-25625.733955852,-23906.5456850562,-17406.9335347773,-18146.4713308254
all,10000,4,5,0.001,0.6,2quadpf,0.46527948975563,0.800999999046326,0.474199563264847,0.799799978733063,1.08643727268997,13839.9881757553,15507.0339265356,17120.1589493912,3543.52625410879,3870.21002364367,4392.63991820874,0.527623455643118,0.625369158217709,0.802383738610791,0.865309803922476,341,1043.90040031628,-35984.6870997259,-32679.2280590956,-25999.0838321595,-25152.350858373
all,10000,4,5,0.001,0.6,3cubpf,0.45922926068306,0.801150023937225,0.463360637426376,0.799899995326996,1.01475294208911,11463.3898606981,13592.5313277761,14648.4975492845,2885.4797993429,3385.18587883671,3678.61047627776,0.428881689938736,0.446019808158251,0.748149982322321,0.793627002873824,341,805.998877906602,-31661.4366574123,-27085.7415642688,-23391.184341431,-21274.2153151314
all,10000,4,3,0.001,0.9,0constpf,0.498327970504761,0.800000011920929,0.500017404556274,0.799799978733063,1.00091472098249,3967.43157299831,4121.20689130638,4092.29148275087,991.136078173788,1014.97025663229,1012.54998695914,0.0199673448700386,0.0209047120175548,0.02749848917151,0.0294856994467849,301,4,-9662.35429587735,-9909.1353023442,-7463.20048242461,-9880.2939408563
all,10000,4,3,0.001,0.9,1linpf,0.492669522762299,0.799974977970123,0.497139453887939,0.800000011920929,0.978761617708146,6761.97185505429,7066.04292260943,7215.51428009667,1641.35180002537,1669.34183258982,1749.44099226627,0.0915551618121148,0.0902501957486284,0.115086513392324,0.11634282530659,301,290.830514132224,-16287.1084821341,-16224.9862818949,-12019.8090327191,-14127.9992844447
