noise_method,num_samples,nu,dim,tau_min,tau_max,param_cond_func,train set loss,train set accuracy,test set loss,test set accuracy,MC_Integral,log_lik_simp_train_orig,log_lik_NN_train_orig,log_lik_true_train,log_lik_simp_test_orig,log_lik_NN_test_orig,log_lik_true_test,MSE_loglik_NN_true_train,MSE_loglik_NN_true_test,MSE_loglik_simp_true_train,MSE_loglik_simp_true_test,NN_num_params,simp_cop_num_params,AIC_NN,AIC_simp,BIC_NN,BIC_simp
all,10000,4,3,0.001,0.3,0constpf,0.499349117279053,0.800000011920929,0.500532746315002,0.800000011920929,0.997682311338352,2272.11438961961,2376.66852403161,2302.10236986136,612.59764204187,625.538639653203,620.069698623034,0.0108837181348005,0.0109694149401276,0.00752414017595926,0.00648342212331342,301,4,-5394.41432736963,-5761.42406332296,-3195.2605139169,-5732.58270183505
all,10000,4,3,0.001,0.3,1linpf,0.499754577875137,0.800000011920929,0.500904321670532,0.800000011920929,0.994008332063872,2292.23026880372,2299.96406061538,2326.66083851049,634.423326286758,624.014360948338,643.710908622732,0.0120304762655852,0.0111811410245856,0.0126119407510818,0.0124891819264522,301,5,-5235.95684312743,-5843.30719018095,-3029.59268930272,-5807.25548832107
all,10000,4,3,0.001,0.3,2quadpf,0.498500913381577,0.800000011920929,0.500898659229279,0.800000011920929,1.00252001899516,2505.09467543081,2670.24534516786,2609.59629150472,615.671161133142,632.246682016989,633.866313120566,0.0259898584214674,0.0262894847357491,0.0228976270323801,0.0230232030149056,301,5,-5992.98405436971,-6231.5316731279,-3786.61990054499,-6195.47997126802
all,10000,4,3,0.001,0.3,3cubpf,0.499391347169876,0.800050020217896,0.500181496143341,0.799899995326996,0.999919762653941,2388.36937237957,2418.05359154461,2456.1036268084,605.011617168571,604.963855739072,615.963616584901,0.0118436928501547,0.0108941144837366,0.0156268718505969,0.01690734140555,301,5,-5434.03489456736,-5976.76197909628,-3227.67074074265,-5940.7102772364
all,10000,4,5,0.001,0.3,0constpf,0.498844146728516,0.800000011920929,0.502042055130005,0.800000011920929,0.995098134175495,4264.42906527174,4342.90229257734,4315.78304775279,1074.9593252904,1071.37601338578,1080.23859919843,0.0346991433214186,0.0311928141381131,0.014422725023413,0.0121672590978718,341,13,-10120.5566119262,-10652.7767811243,-7568.09612024668,-10559.0423562886
all,10000,4,5,0.001,0.3,1linpf,0.491668492555618,0.80019998550415,0.497954487800598,0.799000024795532,0.99678025708183,4405.68301254562,4795.77868218612,4836.58764238331,1168.34602723635,1197.64634542864,1247.17219088927,0.0765004760026539,0.0745448723840381,0.105499783563801,0.0951743887047306,341,15,-11274.8500552295,-11118.0580795639,-8707.968882806,-11009.9029739843
all,10000,4,5,0.001,0.3,2quadpf,0.49246883392334,0.800125002861023,0.498800486326218,0.799700021743774,0.993806862447608,5896.7617432742,6310.37716330118,6341.98121234094,1348.8730672196,1392.71392008701,1451.14592868912,0.0993080153799865,0.104936940617082,0.122593751460961,0.114328174400734,341,156.928542954115,-14410.3250808681,-14177.4125350794,-10820.0908052468,-13045.9043263019
all,10000,4,5,0.001,0.3,3cubpf,0.493880718946457,0.800050020217896,0.498646229505539,0.799799978733063,1.00739790754911,5051.56474255288,5361.92201528056,5432.84239063166,1264.56164936039,1293.1660855899,1393.73936816973,0.1087455456163,0.11786247266852,0.131473673547642,0.13578839238318,341,314.551324758933,-11999.0735522231,-12003.1501343087,-7272.32536941125,-9735.12801834073
all,10000,4,3,0.001,0.6,0constpf,0.499512314796448,0.80002498626709,0.500951886177063,0.800100028514862,0.993557219131284,2945.52936106158,2925.33571830961,2992.63206419592,653.074874506365,636.578089949309,677.326285939009,0.0164818624530213,0.0187934554406271,0.0150763902703058,0.0147444963060981,301,4,-6513.82761651783,-7189.2084711359,-4314.6738030651,-7160.36710964799
all,10000,4,3,0.001,0.6,1linpf,0.498076379299164,0.799974977970123,0.499402403831482,0.799899995326996,1.00776471833228,3291.83141980465,3375.14546331004,3359.57078287896,803.835727092021,809.535300262016,830.488261094633,0.0293383924257251,0.0325623770304414,0.044670732541454,0.053176184830896,301,175.40050391691,-7416.56051931028,-7840.53328595952,-3981.55073268839,-6575.83595130246
