noise_method,num_samples,nu,dim,tau_min,tau_max,param_cond_func,train set loss,train set accuracy,test set loss,test set accuracy,MC_Integral,log_lik_simp_train_orig,log_lik_NN_train_orig,log_lik_true_train,log_lik_simp_test_orig,log_lik_NN_test_orig,log_lik_true_test,MSE_loglik_NN_true_train,MSE_loglik_NN_true_test,MSE_loglik_simp_true_train,MSE_loglik_simp_true_test,NN_num_params,simp_cop_num_params,AIC_NN,AIC_simp,BIC_NN,BIC_simp
all,10000,4,3,0.001,0.3,0constpf,0.499762952327728,0.800000011920929,0.500176131725311,0.800000011920929,1.0050685987474,2209.09489092086,2300.10007662767,2229.06151628703,532.240783457133,551.942628577373,543.563573626333,0.00844934210833347,0.00979415441440472,0.00694280350393091,0.00781875401345541,301,4,-5094.08541041008,-5474.67134875598,-2894.93159695735,-5445.82998726808
all,10000,4,3,0.001,0.3,1linpf,0.499628305435181,0.800000011920929,0.500563144683838,0.800000011920929,0.999266658878088,2257.94749101767,2330.78914297728,2295.05686290287,595.600884706082,600.417189758172,598.387540575374,0.0154749930431001,0.0158352738566075,0.0138549278947432,0.0142885182545658,301,5,-5250.4126654709,-5697.09675144749,-3044.04851164619,-5661.04504958761
all,10000,4,3,0.001,0.3,2quadpf,0.49945467710495,0.800000011920929,0.500567734241486,0.800000011920929,0.995093555230606,2312.18170600875,2327.55906031612,2407.1674962544,587.378042011483,576.514570097002,595.981901158305,0.0167133429706485,0.0167089336676781,0.0204939992109351,0.0217311458163278,301,5,-5196.14726082624,-5789.11949604047,-2989.78310700153,-5753.06779418059
all,10000,4,3,0.001,0.3,3cubpf,0.499071478843689,0.800000011920929,0.499935358762741,0.800000011920929,1.00471559659367,2262.66359252476,2316.75497477336,2312.71572363524,595.92215840235,596.015705161289,612.958058968717,0.0190649933557327,0.0181328633069165,0.01649534899822,0.0160716226182769,301,5,-5213.54135986929,-5707.17150185423,-3007.17720604458,-5671.11979999435
all,10000,4,5,0.001,0.3,0constpf,0.498783558607101,0.800000011920929,0.501696884632111,0.800000011920929,0.992398382277458,4273.3638174526,4340.53175846994,4317.12625987353,1101.72472152677,1089.80187206121,1117.72162351237,0.0304574229637078,0.0305937738962931,0.0140061151695184,0.0136558447880972,341,11,-10156.6672610623,-10728.1770779587,-7618.6274501267,-10648.863333867
all,10000,4,5,0.001,0.3,1linpf,0.492349326610565,0.800050020217896,0.497540324926376,0.800000011920929,1.00016331346843,4673.20088233554,4913.02297884567,4996.8741462302,1090.56203344026,1097.92571864172,1156.99304184023,0.0621191966545482,0.0694825950975077,0.0973090744197201,0.100872428031529,341,147.394327118559,-11045.1087407377,-11232.7371773145,-7523.61940647057,-10169.9739098913
all,10000,4,5,0.001,0.3,2quadpf,0.493189245462418,0.800100028514862,0.497305810451508,0.800300002098083,0.993477259957455,5796.66497375668,6301.81949097355,6254.06519352944,1510.88025883723,1584.39761703187,1627.99793573899,0.113388149159378,0.110789930676227,0.12839359507793,0.127002765887653,341,144.700909449626,-14801.0323971116,-14325.6886462886,-11298.9635210014,-13282.3458370222
all,10000,4,5,0.001,0.3,3cubpf,0.491525530815125,0.800074994564056,0.494800597429276,0.799899995326996,1.00794558581327,5132.93078000151,5557.13786979658,5737.68672602713,1270.35936553983,1345.00355228576,1465.73799759399,0.106527876219166,0.118720838967782,0.155217284056883,0.159121267772639,341,19,-13084.2828441647,-12768.5802910827,-10488.5603102533,-12631.5838240151
all,10000,4,3,0.001,0.6,0constpf,0.498753577470779,0.800000011920929,0.500192403793335,0.800000011920929,1.00625176712692,2817.00321021905,2900.00104273925,2885.33624684708,791.509996084943,798.738102177206,805.651637181722,0.0202754280040701,0.018197213285067,0.0162543277377173,0.0143942225189727,301,2,-6791.47828983292,-7213.02641260799,-4606.74515712414,-7198.60573186404
all,10000,4,3,0.001,0.6,1linpf,0.497492671012878,0.799950003623962,0.500429451465607,0.799899995326996,0.996470368085552,3281.10332400309,3451.00766267425,3369.21087389425,895.028767380092,900.654924615048,907.359440431035,0.0268673084130059,0.0264614830274679,0.043127338132639,0.0410466037946318,301,142.239345801045,-7816.84648297651,-8067.78549116427,-4620.93993349892,-7042.19139365151
all,10000,4,3,0.001,0.6,2quadpf,0.49564003944397,0.800050020217896,0.498229205608368,0.800000011920929,0.9815222535974,3783.03391171418,3899.30423288804,3953.69528257911,905.032610445037,907.276208916965,944.882571126481,0.0396244569805517,0.0422937419099113,0.0657204558444857,0.0716530756648684,301,272.91163132046,-8465.33762096909,-8830.30978167751,-4327.23941571246,-6862.52402838571
all,10000,4,3,0.001,0.6,3cubpf,0.496718019247055,0.800000011920929,0.498088389635086,0.800000011920929,1.01659470398786,3459.63451788296,3677.24173195967,3622.08112673328,892.887695462811,930.152782720484,934.182065234504,0.0305398785508512,0.0289223308052223,0.0540093706793618,0.0510789926085663,301,146.180117100377,-8320.42879515956,-8412.68419249079,-5096.10794328567,-7358.67579258173
all,10000,4,5,0.001,0.6,0constpf,0.498344838619232,0.800000011920929,0.501900672912598,0.800000011920929,1.03205325387092,8204.99968545651,8216.46038058752,8328.01766513847,1988.13956955069,1957.08788261889,2039.17032402535,0.051301359150271,0.0576995763222814,0.0388876730779136,0.0329118822540288,341,13,-19639.0965264128,-20360.2785100144,-17086.6360347333,-20266.5440851787
all,10000,4,5,0.001,0.6,1linpf,0.476179003715515,0.800499975681305,0.482327967882156,0.799799978733063,1.01638727870414,10026.5564782857,11310.3163547886,11353.8960984715,2539.56316408041,2813.68502984054,2915.05259523391,0.191037449629153,0.210720367175427,0.382395294147332,0.413204502684045,341,793.33463730348,-25979.3334946514,-23545.5700101252,-17800.3946639712,-17825.3572462889
all,10000,4,5,0.001,0.6,2quadpf,0.463146924972534,0.801575005054474,0.472925990819931,0.799000024795532,0.987478413559462,14393.0402827759,16468.386624429,17764.6088189329,3485.92790118731,3934.33958010834,4311.25973544806,0.490639382074524,0.486396913702387,0.78971998372617,0.763591419847506,341,940.070450081479,-38243.3115089117,-33877.7954677635,-29006.3575233435,-27099.5675490392
