noise_method,num_samples,nu,dim,tau_min,tau_max,param_cond_func,train set loss,train set accuracy,test set loss,test set accuracy,MC_Integral,log_lik_simp_train_orig,log_lik_NN_train_orig,log_lik_true_train,log_lik_simp_test_orig,log_lik_NN_test_orig,log_lik_true_test,MSE_loglik_NN_true_train,MSE_loglik_NN_true_test,MSE_loglik_simp_true_train,MSE_loglik_simp_true_test,NN_num_params,simp_cop_num_params,AIC_NN,AIC_simp,BIC_NN,BIC_simp
parametric,1000,10,3,0.001,0.3,0constpf,0.303161531686783,0.909090936183929,0.306199491024017,0.909090936183929,1.02341186015066,221.689010898594,255.45828744799,226.098790785848,66.7647902232721,65.7452495979525,66.2459278095454,0.0385271490172284,0.0525118517895777,0.0142367139663722,0.0256195582308446,301,4,-32.4070740918849,-568.907602243731,1464.45828599767,-549.276581127803
parametric,1000,10,3,0.001,0.3,1linpf,0.303285509347916,0.909090936183929,0.304502755403519,0.909090936183929,1.02651399733392,201.918790555362,231.311790134849,208.1525349418,66.1501229699943,70.2872959496019,68.0006043943854,0.0325324114188107,0.027996083813079,0.0150671986158637,0.0135202211790636,301,4,6.8018278310991,-528.137827050713,1503.66718792065,-508.506805934784
parametric,1000,10,3,0.001,0.3,2quadpf,0.302888542413712,0.909090936183929,0.306259155273438,0.909090936183929,1.00634298468471,222.664644498823,243.541984030778,232.146824740192,74.0839583143344,72.0582259585156,69.6188129212598,0.0549755240130283,0.0537325518850039,0.0367470827717679,0.0405950159322459,301,5,-19.2004199785873,-583.497205626314,1482.57269538995,-558.958429231403
parametric,1000,10,3,0.001,0.3,3cubpf,0.303547203540802,0.909090936183929,0.306064069271088,0.909090936183929,0.979645675961547,240.365594038239,240.558379470158,251.188915848411,87.8897620579552,81.3694276179765,86.9273397431821,0.0283128070149323,0.0410891472811013,0.0180137503329133,0.0261323682156458,301,4,-33.8556141762684,-648.510712192388,1463.00974591328,-628.879691076459
parametric,1000,10,5,0.001,0.3,0constpf,0.302367627620697,0.909090936183929,0.309035241603851,0.909090936183929,1.01142925756919,448.321624150642,477.740918319172,433.989583692453,103.87669223013,96.8924965631159,104.632692404265,0.113007668501321,0.10676422829972,0.0516839772585216,0.0384369392202148,341,10,-447.266829764575,-1084.39663276154,1275.35527315815,-1035.31907997172
parametric,1000,10,5,0.001,0.3,1linpf,0.299792736768723,0.909090936183929,0.308729976415634,0.909090936183929,1.01383514977835,409.908934760533,458.610975065251,444.466893153365,100.052909090885,90.3413116904725,107.368737932976,0.203210460613215,0.159651201841507,0.125370667790925,0.121203274172332,341,11,-393.904573511447,-997.923687702837,1333.62528469026,-943.938379634033
parametric,1000,10,5,0.001,0.3,2quadpf,0.303024560213089,0.909090936183929,0.306248724460602,0.909090936183929,0.981162798180367,631.947602641189,653.828494729183,676.810855157838,141.418781173744,141.956493909173,152.860573867998,0.243790443428222,0.199234803624657,0.157779874621331,0.134687034646506,341,10,-889.569977276711,-1526.73276762987,833.052125646019,-1477.65521484005
parametric,1000,10,5,0.001,0.3,3cubpf,0.296631872653961,0.909090936183929,0.305052310228348,0.909090936183929,1.0161910779919,554.57473577734,632.593457854528,616.614975891661,137.263671669102,138.302377209296,147.397071155754,0.206010562292454,0.311994516488387,0.175618213857706,0.196807714405192,341,16,-827.791670127649,-1351.67681489288,924.276964468973,-1273.15273042917
parametric,1000,10,3,0.001,0.6,0constpf,0.304200500249863,0.909090936183929,0.30481165647506703,0.909090936183929,1.00441684835968,297.116104243335,306.71397070896,300.041934134552,54.3007548609464,54.9584885819785,58.062755400094,0.0279584252166075,0.0289116537120211,0.0192707826404935,0.0209700754279729,301,2,-117.344918581878,-698.833718208563,1369.70493094971,-689.018207650598
parametric,1000,10,3,0.001,0.6,1linpf,0.301802605390549,0.909090936183929,0.30333223938942,0.909090936183929,0.997416176514437,322.007274394909,344.643364484764,355.884282408281,88.3941933118671,90.1737011103147,101.665660524371,0.0847741146747387,0.10688319396913,0.0994124868363929,0.0924891165561735,301,3,-261.634131190157,-814.802935413552,1230.32347362041,-800.079669576605
parametric,1000,10,3,0.001,0.6,2quadpf,0.300538599491119,0.909090936183929,0.304249316453934,0.909090936183929,0.984023296210498,343.093803945162,370.604359113133,388.776959464543,86.1858337089689,83.724333344918,99.4778851111648,0.0993388558607834,0.128422294636315,0.132616742879775,0.135614494170382,301,3,-300.657384916101,-852.559275308262,1191.30021989447,-837.836009471316
parametric,1000,10,3,0.001,0.6,3cubpf,0.300906300544739,0.909090936183929,0.306030809879303,0.909090936183929,0.99112719664467,352.655442614297,384.805604347504,399.243186001685,91.6698207735655,87.5589940850517,102.816996122833,0.0752690644367962,0.135373866662134,0.118346241540676,0.130724357687994,301,4,-334.729196865112,-880.650526775724,1162.13616322444,-861.019505659796
parametric,1000,10,5,0.001,0.6,0constpf,0.30315700173378,0.909090936183929,0.30569514632225,0.909090936183929,1.03598446397416,876.0120108014,890.03313581004,887.752027332863,210.295710007339,207.14198418705,210.435934593825,0.0688194410684346,0.0909550350201923,0.0438547467118395,0.0636609126669269,341,12,-1488.35023999418,-2148.61544161748,244.087373486515,-2089.72237826969
parametric,1000,10,5,0.001,0.6,1linpf,0.29500675201416,0.909659087657928,0.303030282258987,0.908636391162872,1.02073895526326,925.264009334723,1011.63350412057,1131.14585001788,249.640602314526,255.090288645574,289.447760539045,0.477740173840558,0.484284289541288,0.570465132943517,0.566817792919999,341,17,-1817.44758553228,-2315.8092232985,-60.4711956566748,-2232.3773835558
parametric,1000,10,5,0.001,0.6,2quadpf,0.292098611593246,0.909090936183929,0.301256090402603,0.909090936183929,1.01939702509693,1323.00625296574,1455.6852464789,1785.47253893666,331.45863118481,345.582216421373,456.115488073738,0.97236222054405,1.05015718602927,1.20719720520551,1.22149965808954,341,18,-2884.53492580055,-3272.92976830109,-1122.65078064596,-3184.59017327942
parametric,1000,10,5,0.001,0.6,3cubpf,0.285963296890259,0.909204542636871,0.293619811534882,0.909090936183929,0.994845681187497,1058.23061264203,1251.50101393107,1458.92177689861,266.902592390213,296.178920400071,384.603525468404,0.823302389671619,1.07531667045507,1.07330478270768,1.35964326048195,341,19,-2375.35986866228,-2612.26641006448,-608.56796822871,-2519.01905976382
parametric,1000,10,3,0.001,0.9,0constpf,0.301233798265457,0.909204542636871,0.305393427610397,0.909090936183929,1.00272899261158,388.166411490652,414.84945579508,409.096837804618,109.096900959018,106.886320294636,109.846593493819,0.0930876461147552,0.0709146012643012,0.030166149363052,0.0354909310840131,301,4,-433.471552179431,-986.526624899339,1063.39380791012,-966.895603783411
parametric,1000,10,3,0.001,0.9,1linpf,0.296911418437958,0.909090936183929,0.301527798175812,0.909090936183929,1.03945825761906,546.873105269405,618.220507116825,692.449275284809,169.486326923203,183.846343788233,198.941633311456,0.328879138892117,0.275756317218051,0.406551778812037,0.320691699367746,301,7,-988.133701810115,-1418.71886438522,523.454924116383,-1384.36457743234
parametric,1000,10,3,0.001,0.9,2quadpf,0.292628288269043,0.909090936183929,0.30085089802742,0.909090936183929,1.03288920831575,499.758573042767,623.736020900204,774.698343052704,165.622388368038,177.740284251851,233.141089053657,0.410056789906732,0.531700886826885,0.560451437431113,0.548196322767794,301,6,-988.95261030411,-1318.76192282161,517.728260343406,-1289.31539114772
parametric,1000,10,3,0.001,0.9,3cubpf,0.298273682594299,0.909090936183929,0.302388459444046,0.909090936183929,0.979558776807415,522.333728899146,564.802057305537,718.928344790356,100.644625933028,102.27307112371,147.440968902834,0.326368345192245,0.413464555903508,0.402377104594786,0.421689505408471,301,7,-718.150256858494,-1231.95670966435,793.438369068004,-1197.60242271147
parametric,1000,10,5,0.001,0.9,0constpf,0.301664888858795,0.909090936183929,0.306049227714539,0.909090936183929,1.03224057044397,1437.15726774787,1467.56276195101,1506.34300243599,386.110514358545,383.782952307024,395.721372573449,0.272309398264901,0.209937476079294,0.237455874384892,0.182605899682169,341,13,-2994.69142851608,-3620.53556421282,-1257.3460597564,-3556.73474558606
parametric,1000,10,5,0.001,0.9,1linpf,0.273764431476593,0.910113632678986,0.280495464801788,0.909090936183929,0.995732507602811,2079.21880058248,2402.26423503257,3431.28517411008,553.437247583545,611.268520108631,939.340335800694,32.0270615646707,6.39670240254142,33.7862630004506,7.74939337533503,341,22,-5301.06551028239,-5221.31209633205,-3519.55034401188,-5113.34148019444
parametric,1000,10,5,0.001,0.9,2quadpf,0.278574436903,0.909545481204987,0.285519897937775,0.908181846141815,0.879666370297793,2012.62627385762,2269.10655244395,4645.63635630055,473.048321801973,518.557857439962,1196.0422716958,15.2803650210821,17.4770700167765,17.5033466908332,19.0826379765965,341,23,-4847.32881976782,-4925.34919131919,-3060.90589821832,-4812.4708199026
parametric,1000,10,5,0.001,0.9,3cubpf,0.268581658601761,0.911363661289215,0.284546554088593,0.907272756099701,0.974603531617182,1753.38951472922,2138.83476716758,3932.9644103731,404.424941633802,459.589869844075,860.723965406848,10.5244579702936,11.7773567169709,13.3109274010087,13.4791121094545,341,26,-4462.84927402331,-4263.62891272604,-2661.70308663686,-4136.0272754725
