noise_method,num_samples,nu,dim,tau_min,tau_max,param_cond_func,train set loss,train set accuracy,test set loss,test set accuracy,MC_Integral,log_lik_simp_train_orig,log_lik_NN_train_orig,log_lik_true_train,log_lik_simp_test_orig,log_lik_NN_test_orig,log_lik_true_test,MSE_loglik_NN_true_train,MSE_loglik_NN_true_test,MSE_loglik_simp_true_train,MSE_loglik_simp_true_test,NN_num_params,simp_cop_num_params,AIC_NN,AIC_simp,BIC_NN,BIC_simp
parametric,1000,10,3,0.001,0.3,0constpf,0.303673803806305,0.909090936183929,0.305196851491928,0.909090936183929,0.977457752802472,247.439379738355,245.135452247224,243.65760826523,41.87077265738,38.0027850668429,43.3420268932768,0.0257600342519519,0.0343274251532216,0.015581924333682,0.0161224834982722,301,4,43.7235253718657,-570.620304791471,1540.58888546142,-550.989283675542
parametric,1000,10,3,0.001,0.3,1linpf,0.299952268600464,0.909090936183929,0.309060841798782,0.909090936183929,0.958728881837185,226.840918055598,246.578095119597,240.588656936844,46.1983887683106,32.046419258484804,45.3908981103506,0.0979649830578517,0.0865446855276162,0.0231131715849015,0.0217347329291919,301,4,52.7509712438361,-538.078613647818,1549.61633133339,-518.447592531889
parametric,1000,10,3,0.001,0.3,2quadpf,0.303709387779236,0.909090936183929,0.303885608911514,0.909090936183929,1.00650517288172,231.335955937026,250.263964662249,238.197278559703,59.9944130212475,64.4563265299154,61.8866032226684,0.0452524546368753,0.0494909265752979,0.0279521994028094,0.0338976204418118,301,3,-21.4405823843294,-576.660737916547,1470.51702242624,-561.937472079601
parametric,1000,10,3,0.001,0.3,3cubpf,0.303794860839844,0.909090936183929,0.303752511739731,0.909090936183929,1.01697765032244,234.224968650441,254.815326361336,243.746434060649,54.12230529182,59.9020254020122,55.1181092222644,0.0212234293475905,0.020390710450442,0.0191479521603496,0.019819586285104,301,3,-21.434703526696,-570.694547884521,1470.52290128387,-555.971282047575
parametric,1000,10,5,0.001,0.3,0constpf,0.301917225122452,0.909090936183929,0.307554185390472,0.909090936183929,1.00880804640784,440.614721215582,465.049866702948,436.367348152557,113.405503756924,108.148434569059,109.864954318552,0.107521074957516,0.0863875688791044,0.0421884784609341,0.03682306645203,341,11,-442.396602544014,-1086.04044994501,1285.1332556577,-1032.05514187621
parametric,1000,10,5,0.001,0.3,1linpf,0.296792685985565,0.909318208694458,0.30699434876442,0.909090936183929,0.984105704608967,431.862461938612,494.658945832779,462.634798599339,101.408236568801,93.2572456480327,100.572884073655,0.222694282724315,0.284870399916292,0.135031098215315,0.202490702015735,341,12,-469.832382961623,-1042.54139701482,1262.60523051907,-983.648333667039
parametric,1000,10,5,0.001,0.3,2quadpf,0.300747632980347,0.909090936183929,0.303066611289978,0.909090936183929,1.03162276687017,534.088457135117,589.8306438503,582.903208287738,100.790296487627,107.701163028788,114.814085475833,0.201652939994547,0.207878822991127,0.153575698612855,0.149258978510338,341,9,-695.063613758176,-1251.75750724549,1022.65073388557,-1207.58770973465
parametric,1000,10,5,0.001,0.3,3cubpf,0.297644168138504,0.909090936183929,0.306015968322754,0.909090936183929,0.98027294810453,510.062909461035,565.372053590368,576.552064463797,98.0188744553995,96.0147928907489,118.98611366438,0.221292081847805,0.180411914489276,0.176277430647168,0.195851988905042,341,14,-612.773692962234,-1188.16356783287,1129.47943107642,-1119.45499392712
parametric,1000,10,3,0.001,0.6,0constpf,0.303626656532288,0.909090936183929,0.306439518928528,0.909090936183929,0.95227426948302,287.475416177036,261.554404540359,293.065985904154,65.346193688771,52.6862508656136,66.1947479477537,0.0328637680606975,0.0324505496824273,0.0166869888146912,0.0164397175664732,301,2,-22.4813108119445,-701.643219731613,1464.56853871964,-691.827709173649
parametric,1000,10,3,0.001,0.6,1linpf,0.301274359226227,0.909090936183929,0.304876029491425,0.909090936183929,0.993153328473522,337.670780738054,362.358959386583,384.192171645618,86.7300847148423,84.2221699754862,91.8480444470179,0.0588357002811098,0.0813494564863744,0.0983191986707171,0.104079655826046,301,4,-283.162258724139,-840.801730905793,1213.70310136541,-821.170709789865
parametric,1000,10,3,0.001,0.6,2quadpf,0.301992744207382,0.909090936183929,0.303064554929733,0.909090936183929,1.00031196886563,358.141778759729,383.452575189421,423.570188128136,69.9574497623158,75.0847104894972,84.0146494027935,0.113343567000059,0.150898811142467,0.116864884913473,0.16495166389174,301,4,-307.074571357835,-848.19845704409,1189.79078873172,-828.567435928162
parametric,1000,10,3,0.001,0.6,3cubpf,0.300897091627121,0.909090936183929,0.305080384016037,0.909090936183929,1.01053597534102,332.233933574581,370.189665373764,372.994334381639,101.472691365874,100.738602510383,106.831387988683,0.110242778652444,0.0956259328013908,0.123012707607639,0.103695408120844,301,3,-333.856535768293,-861.41324988091,1158.10106904228,-846.689984043963
parametric,1000,10,5,0.001,0.6,0constpf,0.302752315998077,0.909090936183929,0.303551435470581,0.909090936183929,0.96402988891417,818.527705356237,800.788187121087,813.374243089317,190.476387486651,185.484308747738,192.263160904389,0.109505839713146,0.0817283669233724,0.0668948405164262,0.0555663535953922,341,13,-1264.54499173765,-1992.00818568578,472.800377022027,-1928.20736705901
parametric,1000,10,5,0.001,0.6,1linpf,0.289849698543549,0.909090936183929,0.295249998569489,0.909090936183929,0.943536200645586,978.974620844203,1113.96409709777,1194.76882407332,221.880921634924,243.036809191491,275.284125408028,0.55894098467118,0.474672416703621,0.71942504443022,0.675473406446407,341,19,-1994.00181257852,-2363.71108495825,-227.209912144952,-2270.46373465759
parametric,1000,10,5,0.001,0.6,2quadpf,0.294255912303925,0.909090936183929,0.302640378475189,0.909090936183929,0.97571194133348,1186.36390491377,1278.41579232661,1641.91712884115,280.548255587706,283.038074798964,395.394389594773,1.16670795906834,1.09507698907546,1.18599070092722,1.10201257289653,341,20,-2400.90773425115,-2893.82432100295,-629.208078538603,-2795.66921542331
parametric,1000,10,5,0.001,0.6,3cubpf,0.285455912351608,0.908409118652344,0.301220268011093,0.907727301120758,0.956538419504024,1001.27379932322,1198.19853307124,1383.19377056618,235.544129522251,254.865793152751,345.949253721251,0.880866674860357,1.16024168032316,1.11932172888166,1.14152619202551,341,18,-2188.12865244798,-2437.63585769095,-426.244507293393,-2349.29626266927
parametric,1000,10,3,0.001,0.9,0constpf,0.303592443466187,0.909090936183929,0.306755185127258,0.909090936183929,1.01945246107648,442.361992844868,468.954355417595,447.470789507079,95.9360460085524,94.0849107968604,96.6061986557778,0.0539216730128506,0.118012747871118,0.0348255388127052,0.0586358194198789,301,4,-516.078532428912,-1068.59607770684,980.78682766064,-1048.96505659091
parametric,1000,10,3,0.001,0.9,1linpf,0.299043029546738,0.909318208694458,0.301106691360474,0.909090936183929,0.959329193240574,640.292634137058,678.18412479516,758.728489399449,117.340626578771,121.197638833262,155.909083581293,0.326772837663062,0.535148074347556,0.36134423973592,0.625325406879004,301,7,-982.763527256843,-1501.26652143166,528.825098669655,-1466.91223447878
parametric,1000,10,3,0.001,0.9,2quadpf,0.301139622926712,0.908977270126343,0.305661976337433,0.908636391162872,0.992947797634023,600.955366490195,640.340744691975,819.328072461977,159.66847235735,157.445771326871,201.319589586093,0.499556879741707,0.62128405369888,0.520000333423778,0.60475194080066,301,7,-979.573032037693,-1507.24767769509,532.015593888805,-1472.89339074222
parametric,1000,10,3,0.001,0.9,3cubpf,0.298295110464096,0.909090936183929,0.300710380077362,0.909090936183929,1.02890167760538,566.055326487011,635.6379717145,744.854512465141,184.094469155846,193.969560870004,216.962269588598,0.341160584968809,0.270474203253946,0.440121994858542,0.396290539228787,301,6,-1045.21506516901,-1488.29959128571,461.465805478508,-1458.85305961182
parametric,1000,10,5,0.001,0.9,0constpf,0.300670176744461,0.909090936183929,0.312281578779221,0.909090936183929,1.00417503974842,1507.03459229955,1532.50077309098,1582.78953025315,412.673486911615,391.967892175768,423.880594845604,0.269510573933829,0.293029806416148,0.203140937509127,0.185790877502242,341,12,-3142.9373305335,-3815.41615842232,-1410.4997170528,-3756.52309507453
parametric,1000,10,5,0.001,0.9,1linpf,0.264977216720581,0.910340905189514,0.275738716125488,0.909545481204987,1.01526437307725,2016.49454517748,2433.31626052245,3308.66327458384,475.000967297802,552.447457717204,850.135383353046,6.77774589345735,8.04506161659009,8.50322419400457,9.10290087460171,341,25,-5239.5274364793,-4932.99102495057,-3443.28900437184,-4810.29714297602
parametric,1000,10,5,0.001,0.9,2quadpf,0.263012707233429,0.910113632678986,0.274959951639175,0.907272756099701,0.921227794687587,2046.94149474189,2482.32374739531,4603.36429829594,481.949557983909,563.741582012702,1147.74822252214,14.9107241126621,15.0053097916735,18.3487611094234,17.8823392751006,341,24,-5362.13065881603,-5009.78210545161,-3570.79998198754,-4891.99597875603
parametric,1000,10,5,0.001,0.9,3cubpf,0.253515332937241,0.910227298736572,0.258471250534058,0.907727301120758,1.21840726049122,1724.18647060591,2253.64698976076,3799.55761646066,552.84239933044,680.653849913674,1163.78749559531,9.84255343965449,11.9992688222238,13.4118267214988,16.7731194348787,341,26,-5134.60167934887,-4502.05773987271,-3333.45549196242,-4374.45610261917
